,250.0,500.0,750.0,1000.0,1250.0,1500.0,1750.0,2000.0,2250.0,2500.0
2.0,252,8.448,0.8881,0.1531,0.03493,0.009501,0.002924,0.0009848,0.0003537,0.0001336
