,250.0,500.0,750.0,1000.0,1250.0,1500.0,1750.0,2000.0,2250.0,2500.0
3.0,564.5,19.06,1.998,0.3444,0.07862,0.02141,0.006597,0.00222,0.000798,0.0002998
2.5,392.9,13.18,1.387,0.2407,0.05451,0.01489,0.004566,0.001541,0.0005528,0.0002096
2.0,250.9,8.449,0.8896,0.1534,0.0349,0.009509,0.002923,0.0009847,0.0003536,0.0001339
1.5,141.2,4.749,0.4985,0.0856,0.01975,0.005363,0.001644,0.000554,0.0001993,7.544e-05
1.0,62.81,2.106,0.2217,0.03818,0.00874,0.002386,0.0007307,0.0002453,8.878e-05,3.347e-05
0.5,15.72,0.5278,0.05548,0.009582,0.002184,0.0005952,0.0001826,6.161e-05,2.208e-05,8.374e-06
0.25,3.929,0.1312,0.0138,0.00239,0.0005471,0.0001481,4.591e-05,1.535e-05,5.509e-06,2.081e-06
